"","airport","year","ops","Actual_Arrivals","On_Time_Arrivals","Departure_Cancellations","Arrival_Cancellations","Departure_Diversions","Actual_Diversions","Delayed_Arrivals","Prop_On_Time"
"1","APA",1991,361050,NA,NA,NA,NA,NA,NA,NA,NA
"2","APA",1992,376417,NA,NA,NA,NA,NA,NA,NA,NA
"3","APA",1993,415453,NA,NA,NA,NA,NA,NA,NA,NA
"4","APA",1994,422463,NA,NA,NA,NA,NA,NA,NA,NA
"5","APA",1995,402325,NA,NA,NA,NA,NA,NA,NA,NA
"6","APA",1996,359704,NA,NA,NA,NA,NA,NA,NA,NA
"7","APA",1997,408602,NA,NA,NA,NA,NA,NA,NA,NA
"8","APA",1998,466267,NA,NA,NA,NA,NA,NA,NA,NA
"9","APA",1999,436073,NA,NA,NA,NA,NA,NA,NA,NA
"10","APA",2000,398164,NA,NA,NA,NA,NA,NA,NA,NA
"11","APA",2001,383522,NA,NA,NA,NA,NA,NA,NA,NA
"12","APA",2002,421515,NA,NA,NA,NA,NA,NA,NA,NA
"13","APA",2003,361459,NA,NA,NA,NA,NA,NA,NA,NA
"14","APA",2004,356909,NA,NA,NA,NA,NA,NA,NA,NA
"15","APA",2005,347504,NA,NA,NA,NA,NA,NA,NA,NA
"16","APA",2006,319799,NA,NA,NA,NA,NA,NA,NA,NA
"17","APA",2007,337051,NA,NA,NA,NA,NA,NA,NA,NA
"18","APA",2008,320949,NA,NA,NA,NA,NA,NA,NA,NA
"19","APA",2009,263026,NA,NA,NA,NA,NA,NA,NA,NA
"20","APA",2010,283186,NA,NA,NA,NA,NA,NA,NA,NA
"21","APA",2011,294591,NA,NA,NA,NA,NA,NA,NA,NA
"22","APA",2012,298566,NA,NA,NA,NA,NA,NA,NA,NA
"23","APA",2013,292384,NA,NA,NA,NA,NA,NA,NA,NA
"24","APA",2014,309457,NA,NA,NA,NA,NA,NA,NA,NA
"25","APA",2015,313282,NA,NA,NA,NA,NA,NA,NA,NA
"26","APA",2016,332111,NA,NA,NA,NA,NA,NA,NA,NA
"27","APA",2017,326023,NA,NA,NA,NA,NA,NA,NA,NA
"28","APA",2018,337998,NA,NA,NA,NA,NA,NA,NA,NA
"29","ATL",1991,589470,NA,NA,NA,NA,NA,NA,NA,NA
"30","ATL",1992,621640,NA,NA,NA,NA,NA,NA,NA,NA
"31","ATL",1993,671183,NA,NA,NA,NA,NA,NA,NA,NA
"32","ATL",1994,709221,NA,NA,NA,NA,NA,NA,NA,NA
"33","ATL",1995,761618,NA,NA,NA,NA,NA,NA,NA,NA
"34","ATL",1996,761011,NA,NA,NA,NA,NA,NA,NA,NA
"35","ATL",1997,793299,NA,NA,NA,NA,NA,NA,NA,NA
"36","ATL",1998,846943,NA,NA,NA,NA,NA,NA,NA,NA
"37","ATL",1999,909911,NA,NA,NA,NA,NA,NA,NA,NA
"38","ATL",2000,913449,NA,NA,NA,NA,NA,NA,NA,NA
"39","ATL",2001,886995,NA,NA,NA,NA,NA,NA,NA,NA
"40","ATL",2002,890923,NA,NA,NA,NA,NA,NA,NA,NA
"41","ATL",2003,911788,NA,NA,NA,NA,NA,NA,NA,NA
"42","ATL",2004,964793,407784,303927,7870,8433,737,772,103857,0.745313695485845
"43","ATL",2005,980386,414240,308889,13837,14480,790,1080,105351,0.745676419466976
"44","ATL",2006,976447,396741,291068,6624,7301,913,787,105673,0.733647392127358
"45","ATL",2007,991627,405032,308080,6796,7790,920,1045,96952,0.76063125876474
"46","ATL",2008,978084,406744,313038,5830,6705,982,1072,93706,0.769619219951616
"47","ATL",2009,970258,411789,304350,5324,6303,1064,1116,107439,0.739092107851351
"48","ATL",2010,950119,404372,326481,8198,9279,971,945,77891,0.807377859990306
"49","ATL",2011,923991,384755,315558,6555,7484,903,812,69197,0.820153084430352
"50","ATL",2012,930098,388516,332146,2259,2782,798,655,56370,0.854909450318648
"51","ATL",2013,911074,394777,322485,2916,3450,870,655,72292,0.816878896186961
"52","ATL",2014,868359,362704,300308,5977,6483,781,655,62396,0.827969914861705
"53","ATL",2015,882497,375622,320446,2588,2752,821,1124,55176,0.853107645452077
"54","ATL",2016,898356,381166,331559,2246,2350,826,736,49607,0.86985460403079
"55","ATL",2017,879498,358263,307871,5419,5501,699,832,50392,0.859343554874492
"56","ATL",2018,895502,387761,327155,2569,2631,926,754,60606,0.843702693153773
"57","BED",1991,213334,NA,NA,NA,NA,NA,NA,NA,NA
"58","BED",1992,203758,NA,NA,NA,NA,NA,NA,NA,NA
"59","BED",1993,196138,NA,NA,NA,NA,NA,NA,NA,NA
"60","BED",1994,187491,NA,NA,NA,NA,NA,NA,NA,NA
"61","BED",1995,190342,NA,NA,NA,NA,NA,NA,NA,NA
"62","BED",1996,179498,NA,NA,NA,NA,NA,NA,NA,NA
"63","BED",1997,188070,NA,NA,NA,NA,NA,NA,NA,NA
"64","BED",1998,183314,NA,NA,NA,NA,NA,NA,NA,NA
"65","BED",1999,197301,NA,NA,NA,NA,NA,NA,NA,NA
"66","BED",2000,212371,NA,NA,NA,NA,NA,NA,NA,NA
"67","BED",2001,205436,NA,NA,NA,NA,NA,NA,NA,NA
"68","BED",2002,218248,NA,NA,NA,NA,NA,NA,NA,NA
"69","BED",2003,194887,NA,NA,NA,NA,NA,NA,NA,NA
"70","BED",2004,180682,NA,NA,NA,NA,NA,NA,NA,NA
"71","BED",2005,170054,NA,NA,NA,NA,NA,NA,NA,NA
"72","BED",2006,172470,NA,NA,NA,NA,NA,NA,NA,NA
"73","BED",2007,166279,NA,NA,NA,NA,NA,NA,NA,NA
"74","BED",2008,186065,NA,NA,NA,NA,NA,NA,NA,NA
"75","BED",2009,179165,NA,NA,NA,NA,NA,NA,NA,NA
"76","BED",2010,175832,NA,NA,NA,NA,NA,NA,NA,NA
"77","BED",2011,162997,NA,NA,NA,NA,NA,NA,NA,NA
"78","BED",2012,166211,NA,NA,NA,NA,NA,NA,NA,NA
"79","BED",2013,154488,NA,NA,NA,NA,NA,NA,NA,NA
"80","BED",2014,134295,NA,NA,NA,NA,NA,NA,NA,NA
"81","BED",2015,128279,NA,NA,NA,NA,NA,NA,NA,NA
"82","BED",2016,121789,NA,NA,NA,NA,NA,NA,NA,NA
"83","BED",2017,128598,NA,NA,NA,NA,NA,NA,NA,NA
"84","BED",2018,121664,NA,NA,NA,NA,NA,NA,NA,NA
"85","BOS",1991,441756,NA,NA,NA,NA,NA,NA,NA,NA
"86","BOS",1992,486785,NA,NA,NA,NA,NA,NA,NA,NA
"87","BOS",1993,503739,NA,NA,NA,NA,NA,NA,NA,NA
"88","BOS",1994,468921,NA,NA,NA,NA,NA,NA,NA,NA
"89","BOS",1995,476486,NA,NA,NA,NA,NA,NA,NA,NA
"90","BOS",1996,465050,NA,NA,NA,NA,NA,NA,NA,NA
"91","BOS",1997,502187,NA,NA,NA,NA,NA,NA,NA,NA
"92","BOS",1998,515788,NA,NA,NA,NA,NA,NA,NA,NA
"93","BOS",1999,502164,NA,NA,NA,NA,NA,NA,NA,NA
"94","BOS",2000,508283,NA,NA,NA,NA,NA,NA,NA,NA
"95","BOS",2001,471989,NA,NA,NA,NA,NA,NA,NA,NA
"96","BOS",2002,404649,NA,NA,NA,NA,NA,NA,NA,NA
"97","BOS",2003,379439,NA,NA,NA,NA,NA,NA,NA,NA
"98","BOS",2004,422460,128896,103125,3332,3343,269,127,25771,0.800063617179742
"99","BOS",2005,421506,123653,92782,4199,4155,266,185,30871,0.750341681964853
"100","BOS",2006,415649,127586,94051,3359,3302,377,142,33535,0.737157681877322
"101","BOS",2007,402821,123939,89473,4379,4257,268,192,34466,0.721911585538047
"102","BOS",2008,375394,114160,86526,3655,3601,354,183,27634,0.757936229852838
"103","BOS",2009,361379,107799,84674,2891,2838,284,126,23125,0.785480384790211
"104","BOS",2010,368851,110351,86651,3071,3035,275,137,23700,0.785230763654158
"105","BOS",2011,372697,105947,80789,3621,3633,320,113,25158,0.762541648182582
"106","BOS",2012,359633,101613,83496,1498,1523,215,79,18117,0.821705884089634
"107","BOS",2013,366485,109584,87184,1640,1633,275,148,22400,0.79559059716747
"108","BOS",2014,368307,108179,85863,2316,2330,349,121,22316,0.793712273176864
"109","BOS",2015,378013,115146,90900,2703,2715,413,151,24246,0.789432546506175
"110","BOS",2016,395811,119606,94602,1503,1523,369,124,25004,0.790946942461081
"111","BOS",2017,405822,122640,93630,2665,2688,404,124,29010,0.763454011741683
"112","BOS",2018,429334,146188,111185,3983,3983,394,154,35003,0.760561742413878
"113","BWI",1991,275903,NA,NA,NA,NA,NA,NA,NA,NA
"114","BWI",1992,264165,NA,NA,NA,NA,NA,NA,NA,NA
"115","BWI",1993,264002,NA,NA,NA,NA,NA,NA,NA,NA
"116","BWI",1994,295960,NA,NA,NA,NA,NA,NA,NA,NA
"117","BWI",1995,289664,NA,NA,NA,NA,NA,NA,NA,NA
"118","BWI",1996,267816,NA,NA,NA,NA,NA,NA,NA,NA
"119","BWI",1997,265888,NA,NA,NA,NA,NA,NA,NA,NA
"120","BWI",1998,291093,NA,NA,NA,NA,NA,NA,NA,NA
"121","BWI",1999,303287,NA,NA,NA,NA,NA,NA,NA,NA
"122","BWI",2000,315348,NA,NA,NA,NA,NA,NA,NA,NA
"123","BWI",2001,323771,NA,NA,NA,NA,NA,NA,NA,NA
"124","BWI",2002,305013,NA,NA,NA,NA,NA,NA,NA,NA
"125","BWI",2003,299817,NA,NA,NA,NA,NA,NA,NA,NA
"126","BWI",2004,309246,104791,85723,1186,1093,162,176,19068,0.818037808590432
"127","BWI",2005,309801,105329,85658,1407,1313,153,150,19671,0.81324231693076
"128","BWI",2006,307669,106347,86036,1127,1057,165,172,20311,0.809012007861059
"129","BWI",2007,296639,107619,84837,1759,1614,154,162,22782,0.78830875588883
"130","BWI",2008,277889,102976,83580,1002,964,206,128,19396,0.811645431945308
"131","BWI",2009,268016,100138,83520,1042,970,206,172,16618,0.834049012362939
"132","BWI",2010,276457,103154,84182,2282,2180,203,229,18972,0.816080811214301
"133","BWI",2011,276203,102849,85395,1567,1418,177,310,17454,0.830294898346119
"134","BWI",2012,268006,101647,84277,1511,1400,151,296,17370,0.829114484441253
"135","BWI",2013,259773,99233,79684,954,878,145,208,19549,0.802999002348009
"136","BWI",2014,245121,89115,70307,1588,1549,213,181,18808,0.788946866408573
"137","BWI",2015,246460,92262,75967,1553,1509,228,334,16295,0.823383408120353
"138","BWI",2016,248585,94377,80104,1646,1655,190,179,14273,0.848766118863706
"139","BWI",2017,261702,99091,83068,1730,1790,184,138,16023,0.838300148348488
"140","BWI",2018,266569,104887,86671,2427,2466,190,306,18216,0.826327380895631
"141","CLT",1991,446415,NA,NA,NA,NA,NA,NA,NA,NA
"142","CLT",1992,461944,NA,NA,NA,NA,NA,NA,NA,NA
"143","CLT",1993,450547,NA,NA,NA,NA,NA,NA,NA,NA
"144","CLT",1994,480202,NA,NA,NA,NA,NA,NA,NA,NA
"145","CLT",1995,465068,NA,NA,NA,NA,NA,NA,NA,NA
"146","CLT",1996,459444,NA,NA,NA,NA,NA,NA,NA,NA
"147","CLT",1997,457886,NA,NA,NA,NA,NA,NA,NA,NA
"148","CLT",1998,455142,NA,NA,NA,NA,NA,NA,NA,NA
"149","CLT",1999,444629,NA,NA,NA,NA,NA,NA,NA,NA
"150","CLT",2000,460370,NA,NA,NA,NA,NA,NA,NA,NA
"151","CLT",2001,471155,NA,NA,NA,NA,NA,NA,NA,NA
"152","CLT",2002,459488,NA,NA,NA,NA,NA,NA,NA,NA
"153","CLT",2003,442388,NA,NA,NA,NA,NA,NA,NA,NA
"154","CLT",2004,467676,105921,89475,1519,1593,178,132,16446,0.844733338997932
"155","CLT",2005,523270,112507,91476,1715,1881,196,165,21031,0.81306940901455
"156","CLT",2006,510918,115528,89397,1569,1742,283,204,26131,0.773812409112942
"157","CLT",2007,525943,124594,90644,2170,2406,288,131,33950,0.727514968618072
"158","CLT",2008,537598,123549,98625,1986,2227,277,254,24924,0.798266274919263
"159","CLT",2009,509464,115815,93909,1149,1331,254,165,21906,0.810853516383888
"160","CLT",2010,529107,123538,104069,1616,1790,217,175,19469,0.84240476614483
"161","CLT",2011,539842,125920,102131,2230,2505,242,290,23789,0.811078462515883
"162","CLT",2012,552515,134423,117175,1097,1342,194,174,17248,0.871688624714521
"163","CLT",2013,557955,146620,119958,1701,1968,260,159,26662,0.818155776838085
"164","CLT",2014,545294,109897,91341,1925,2145,163,214,18556,0.831150986833126
"165","CLT",2015,543944,108365,91618,1102,1374,205,156,16747,0.845457481659207
"166","CLT",2016,545742,109058,93380,1249,1447,172,182,15678,0.856241632892589
"167","CLT",2017,553817,111482,95244,1270,1412,185,192,16238,0.854344199063526
"168","CLT",2018,550013,238143,198633,6797,7383,518,566,39510,0.834091281288973
"169","CVG",1991,298044,NA,NA,NA,NA,NA,NA,NA,NA
"170","CVG",1992,305544,NA,NA,NA,NA,NA,NA,NA,NA
"171","CVG",1993,312104,NA,NA,NA,NA,NA,NA,NA,NA
"172","CVG",1994,339839,NA,NA,NA,NA,NA,NA,NA,NA
"173","CVG",1995,365114,NA,NA,NA,NA,NA,NA,NA,NA
"174","CVG",1996,401367,NA,NA,NA,NA,NA,NA,NA,NA
"175","CVG",1997,416894,NA,NA,NA,NA,NA,NA,NA,NA
"176","CVG",1998,443070,NA,NA,NA,NA,NA,NA,NA,NA
"177","CVG",1999,476128,NA,NA,NA,NA,NA,NA,NA,NA
"178","CVG",2000,477844,NA,NA,NA,NA,NA,NA,NA,NA
"179","CVG",2001,386388,NA,NA,NA,NA,NA,NA,NA,NA
"180","CVG",2002,485156,NA,NA,NA,NA,NA,NA,NA,NA
"181","CVG",2003,505557,NA,NA,NA,NA,NA,NA,NA,NA
"182","CVG",2004,515851,200481,166181,5656,7136,319,320,34300,0.828911467919653
"183","CVG",2005,495452,202369,172268,4606,5803,350,256,30101,0.851256862464113
"184","CVG",2006,345758,124130,105359,1816,2359,296,236,18771,0.848779505357287
"185","CVG",2007,328261,108161,85253,2415,2908,249,153,22908,0.78820462088923
"186","CVG",2008,286068,89043,72257,1853,2144,205,158,16786,0.811484339027212
"187","CVG",2009,222791,56657,47666,1056,1249,171,99,8991,0.841308223167482
"188","CVG",2010,177610,47864,39738,943,1111,127,103,8126,0.830227310713689
"189","CVG",2011,162422,25459,20946,667,623,62,60,4513,0.822734592874818
"190","CVG",2012,143578,26773,22504,495,456,70,39,4269,0.840548313599522
"191","CVG",2013,137741,39798,32828,965,921,76,42,6970,0.824865571134228
"192","CVG",2014,133619,20142,15688,670,592,47,35,4454,0.778870022837851
"193","CVG",2015,133225,21466,17332,519,438,61,40,4134,0.807416379390664
"194","CVG",2016,137225,15342,12942,187,163,32,24,2400,0.843566679702777
"195","CVG",2017,150463,18599,15416,168,147,38,18,3183,0.828861766761654
"196","CVG",2018,161744,50658,40725,992,934,127,55,9933,0.803920407438114
"197","DCA",1991,299823,NA,NA,NA,NA,NA,NA,NA,NA
"198","DCA",1992,309753,NA,NA,NA,NA,NA,NA,NA,NA
"199","DCA",1993,320336,NA,NA,NA,NA,NA,NA,NA,NA
"200","DCA",1994,315913,NA,NA,NA,NA,NA,NA,NA,NA
"201","DCA",1995,314058,NA,NA,NA,NA,NA,NA,NA,NA
"202","DCA",1996,310419,NA,NA,NA,NA,NA,NA,NA,NA
"203","DCA",1997,315669,NA,NA,NA,NA,NA,NA,NA,NA
"204","DCA",1998,313938,NA,NA,NA,NA,NA,NA,NA,NA
"205","DCA",1999,334768,NA,NA,NA,NA,NA,NA,NA,NA
"206","DCA",2000,342790,NA,NA,NA,NA,NA,NA,NA,NA
"207","DCA",2001,270145,NA,NA,NA,NA,NA,NA,NA,NA
"208","DCA",2002,216753,NA,NA,NA,NA,NA,NA,NA,NA
"209","DCA",2003,253590,NA,NA,NA,NA,NA,NA,NA,NA
"210","DCA",2004,271480,90996,75322,2349,2159,164,190,15674,0.827750670359137
"211","DCA",2005,278134,101839,82495,2855,2743,191,262,19344,0.810053123066802
"212","DCA",2006,278471,91921,72293,2495,2411,182,298,19628,0.786468815613407
"213","DCA",2007,279488,86384,64326,3282,3119,212,212,22058,0.744651787368031
"214","DCA",2008,277921,83912,67531,2735,2623,191,136,16381,0.80478358280103
"215","DCA",2009,274158,78128,64422,1941,1817,159,237,13706,0.824569936514438
"216","DCA",2010,274137,75421,62299,3253,3132,155,168,13122,0.826016626668965
"217","DCA",2011,284612,70094,56536,2496,2367,151,285,13558,0.806574029160841
"218","DCA",2012,289191,69026,56863,1766,1690,125,189,12163,0.823791035262075
"219","DCA",2013,296192,72180,58198,1711,1621,148,169,13982,0.80628983097811
"220","DCA",2014,287422,70188,56591,2269,2167,130,175,13597,0.806277426340685
"221","DCA",2015,297095,78365,63664,2076,1996,199,256,14701,0.812403496458878
"222","DCA",2016,299670,75909,61431,1735,1669,187,219,14478,0.809271627870213
"223","DCA",2017,299360,72797,59428,1488,1397,165,207,13369,0.81635232221108
"224","DCA",2018,297048,138990,111082,4528,4447,314,635,27908,0.799208576156558
"225","DEN",1991,488162,NA,NA,NA,NA,NA,NA,NA,NA
"226","DEN",1992,512497,NA,NA,NA,NA,NA,NA,NA,NA
"227","DEN",1993,558695,NA,NA,NA,NA,NA,NA,NA,NA
"228","DEN",1994,531931,NA,NA,NA,NA,NA,NA,NA,NA
"229","DEN",1995,476025,NA,NA,NA,NA,NA,NA,NA,NA
"230","DEN",1996,453139,NA,NA,NA,NA,NA,NA,NA,NA
"231","DEN",1997,493462,NA,NA,NA,NA,NA,NA,NA,NA
"232","DEN",1998,476716,NA,NA,NA,NA,NA,NA,NA,NA
"233","DEN",1999,500612,NA,NA,NA,NA,NA,NA,NA,NA
"234","DEN",2000,528604,NA,NA,NA,NA,NA,NA,NA,NA
"235","DEN",2001,507826,NA,NA,NA,NA,NA,NA,NA,NA
"236","DEN",2002,509477,NA,NA,NA,NA,NA,NA,NA,NA
"237","DEN",2003,510307,NA,NA,NA,NA,NA,NA,NA,NA
"238","DEN",2004,566514,153467,129006,1379,1503,254,232,24461,0.840610685033265
"239","DEN",2005,567632,180503,150821,1975,2152,338,262,29682,0.835559519786375
"240","DEN",2006,609522,227466,182892,4413,4621,425,278,44574,0.80404104349661
"241","DEN",2007,619941,236346,182442,3805,4134,456,282,53904,0.771927597674596
"242","DEN",2008,625844,238102,189160,2725,2984,527,384,48942,0.794449437635971
"243","DEN",2009,611888,232660,190775,2779,2978,522,564,41885,0.819973351671968
"244","DEN",2010,635458,235133,199510,2457,2730,572,686,35623,0.84849850935428
"245","DEN",2011,634684,237645,198298,2921,3104,539,648,39347,0.834429506196217
"246","DEN",2012,618257,233078,196094,2000,2228,495,314,36984,0.841323505435948
"247","DEN",2013,586860,222866,173969,2694,2898,461,727,48897,0.780599104394569
"248","DEN",2014,575161,219820,171361,3140,3475,496,772,48459,0.779551451187335
"249","DEN",2015,547648,211098,170875,2156,2352,556,685,40223,0.809458166349279
"250","DEN",2016,572520,222121,187480,3172,3223,546,881,34641,0.844044462252556
"251","DEN",2017,582486,221280,186327,1478,1592,539,362,34953,0.842041757049892
"252","DEN",2018,603403,262348,217322,1982,2348,766,835,45026,0.828373000747099
"253","DFW",1991,736156,NA,NA,NA,NA,NA,NA,NA,NA
"254","DFW",1992,764295,NA,NA,NA,NA,NA,NA,NA,NA
"255","DFW",1993,803902,NA,NA,NA,NA,NA,NA,NA,NA
"256","DFW",1994,841393,NA,NA,NA,NA,NA,NA,NA,NA
"257","DFW",1995,880436,NA,NA,NA,NA,NA,NA,NA,NA
"258","DFW",1996,875781,NA,NA,NA,NA,NA,NA,NA,NA
"259","DFW",1997,934624,NA,NA,NA,NA,NA,NA,NA,NA
"260","DFW",1998,929700,NA,NA,NA,NA,NA,NA,NA,NA
"261","DFW",1999,867338,NA,NA,NA,NA,NA,NA,NA,NA
"262","DFW",2000,865777,NA,NA,NA,NA,NA,NA,NA,NA
"263","DFW",2001,802587,NA,NA,NA,NA,NA,NA,NA,NA
"264","DFW",2002,777386,NA,NA,NA,NA,NA,NA,NA,NA
"265","DFW",2003,775900,NA,NA,NA,NA,NA,NA,NA,NA
"266","DFW",2004,814494,336721,279263,5535,6147,589,1154,57458,0.82936021216378
"267","DFW",2005,718207,302381,250252,4140,4541,582,889,52129,0.827604909038597
"268","DFW",2006,702722,294388,237272,5502,5839,551,1085,57116,0.805983939562754
"269","DFW",2007,686711,285777,214207,9372,9767,600,1948,71570,0.749559971586237
"270","DFW",2008,655306,272435,214309,7272,7716,635,1250,58126,0.786642685411199
"271","DFW",2009,638782,258377,209425,5101,5435,651,1299,48952,0.810540411878766
"272","DFW",2010,652258,261703,219836,4507,4799,719,1234,41867,0.840020939767599
"273","DFW",2011,646803,252725,214747,6114,6403,764,1122,37978,0.849725986744485
"274","DFW",2012,650124,266033,224091,4980,5291,663,1125,41942,0.842342867238275
"275","DFW",2013,678059,277793,223911,7150,7467,707,1170,53882,0.806035429258477
"276","DFW",2014,679820,269822,209914,6830,7324,741,1164,59908,0.777972144599032
"277","DFW",2015,681261,252225,205492,6667,7178,695,1212,46733,0.814717018535038
"278","DFW",2016,672748,192799,158063,2289,2445,463,787,34736,0.819833090420593
"279","DFW",2017,654344,178608,149363,1868,2068,373,532,29245,0.836261533637911
"280","DFW",2018,667213,273357,220471,5372,5840,696,1268,52886,0.806531385697092
"281","DTW",1991,396278,NA,NA,NA,NA,NA,NA,NA,NA
"282","DTW",1992,427383,NA,NA,NA,NA,NA,NA,NA,NA
"283","DTW",1993,462482,NA,NA,NA,NA,NA,NA,NA,NA
"284","DTW",1994,485306,NA,NA,NA,NA,NA,NA,NA,NA
"285","DTW",1995,508040,NA,NA,NA,NA,NA,NA,NA,NA
"286","DTW",1996,538554,NA,NA,NA,NA,NA,NA,NA,NA
"287","DTW",1997,541216,NA,NA,NA,NA,NA,NA,NA,NA
"288","DTW",1998,538153,NA,NA,NA,NA,NA,NA,NA,NA
"289","DTW",1999,559548,NA,NA,NA,NA,NA,NA,NA,NA
"290","DTW",2000,554580,NA,NA,NA,NA,NA,NA,NA,NA
"291","DTW",2001,523039,NA,NA,NA,NA,NA,NA,NA,NA
"292","DTW",2002,497564,NA,NA,NA,NA,NA,NA,NA,NA
"293","DTW",2003,493416,NA,NA,NA,NA,NA,NA,NA,NA
"294","DTW",2004,522641,144090,119346,2171,2315,252,190,24744,0.82827399541953
"295","DTW",2005,522964,133333,106333,2513,2628,318,260,27000,0.797499493748734
"296","DTW",2006,482147,126170,97902,1934,2067,265,163,28268,0.775953079178886
"297","DTW",2007,467755,172709,130880,4103,4484,355,307,41829,0.757806483738543
"298","DTW",2008,463793,158799,129563,2583,2995,402,206,29236,0.815893047185436
"299","DTW",2009,432589,150331,124825,1512,1954,424,207,25506,0.830334395434076
"300","DTW",2010,452616,156990,125215,3149,3669,397,297,31775,0.797598573157526
"301","DTW",2011,443028,87852,73011,1485,1643,178,170,14841,0.83106816008742
"302","DTW",2012,427814,90967,78119,838,892,168,151,12848,0.858761968625985
"303","DTW",2013,425732,160608,135444,2279,2580,365,273,25164,0.843320382546324
"304","DTW",2014,392635,103926,87212,1866,1868,211,190,16714,0.839174027673537
"305","DTW",2015,379376,116849,97966,1293,1349,258,113,18883,0.838398274696403
"306","DTW",2016,393427,123055,106038,937,938,263,134,17017,0.861712242493194
"307","DTW",2017,395357,125280,106928,1196,1283,284,136,18352,0.853512132822478
"308","DTW",2018,393681,173389,147829,1743,1708,449,213,25560,0.852585804174429
"309","EWR",1991,380119,NA,NA,NA,NA,NA,NA,NA,NA
"310","EWR",1992,412352,NA,NA,NA,NA,NA,NA,NA,NA
"311","EWR",1993,440633,NA,NA,NA,NA,NA,NA,NA,NA
"312","EWR",1994,439526,NA,NA,NA,NA,NA,NA,NA,NA
"313","EWR",1995,423342,NA,NA,NA,NA,NA,NA,NA,NA
"314","EWR",1996,454381,NA,NA,NA,NA,NA,NA,NA,NA
"315","EWR",1997,467443,NA,NA,NA,NA,NA,NA,NA,NA
"316","EWR",1998,461910,NA,NA,NA,NA,NA,NA,NA,NA
"317","EWR",1999,463000,NA,NA,NA,NA,NA,NA,NA,NA
"318","EWR",2000,457182,NA,NA,NA,NA,NA,NA,NA,NA
"319","EWR",2001,445082,NA,NA,NA,NA,NA,NA,NA,NA
"320","EWR",2002,411239,NA,NA,NA,NA,NA,NA,NA,NA
"321","EWR",2003,410661,NA,NA,NA,NA,NA,NA,NA,NA
"322","EWR",2004,440437,153738,112631,3883,3981,295,418,41107,0.732616529420182
"323","EWR",2005,440953,150441,99750,4622,4696,317,472,50691,0.663050631144435
"324","EWR",2006,448563,152850,99000,4557,4650,346,756,53850,0.647693817468106
"325","EWR",2007,441908,147396,91612,5926,5992,345,718,55784,0.621536541018752
"326","EWR",2008,442098,133338,86304,4511,4608,324,545,47034,0.64725734599289
"327","EWR",2009,415206,115631,78335,2969,3013,348,484,37296,0.677456737380114
"328","EWR",2010,408821,110050,82095,3706,3750,299,391,27955,0.745979100408905
"329","EWR",2011,417149,106846,74630,4502,4525,286,491,32216,0.698481927259795
"330","EWR",2012,421175,116309,83697,3821,3915,315,310,32612,0.71960897265044
"331","EWR",2013,419850,116635,84909,3350,3579,358,461,31726,0.727989025592661
"332","EWR",2014,402281,104785,77422,4814,5197,349,239,27363,0.738865295605287
"333","EWR",2015,416947,107762,84087,3204,3442,341,282,23675,0.780302889701379
"334","EWR",2016,431214,112493,86426,2925,3061,328,391,26067,0.768278915132497
"335","EWR",2017,443649,112622,78588,2982,3066,284,328,34034,0.69780327111932
"336","EWR",2018,452021,156090,106420,5743,5871,404,563,49670,0.681786149016593
"337","FLL",1991,203318,NA,NA,NA,NA,NA,NA,NA,NA
"338","FLL",1992,209065,NA,NA,NA,NA,NA,NA,NA,NA
"339","FLL",1993,220918,NA,NA,NA,NA,NA,NA,NA,NA
"340","FLL",1994,234000,NA,NA,NA,NA,NA,NA,NA,NA
"341","FLL",1995,239241,NA,NA,NA,NA,NA,NA,NA,NA
"342","FLL",1996,237612,NA,NA,NA,NA,NA,NA,NA,NA
"343","FLL",1997,247216,NA,NA,NA,NA,NA,NA,NA,NA
"344","FLL",1998,256255,NA,NA,NA,NA,NA,NA,NA,NA
"345","FLL",1999,280860,NA,NA,NA,NA,NA,NA,NA,NA
"346","FLL",2000,292462,NA,NA,NA,NA,NA,NA,NA,NA
